DATA_END_YY,DATA_START_YY,DTACYCLE_CD,DTACYCLE_NM,OPEN_STATE,RPSTUI_NM,STATBL_CMMT,STATBL_ID,STATBL_IDTFR,STATBL_NM,STAT_ID,TOP_ORG_NM,V_ORDER
2023,2018,YY,매년,Y,,,A_2024_00529,,건물에너지사용량통계 세부용도별_사무소,S246620323,한국부동산원,474231
2023,2018,YY,매년,Y,,,A_2024_00530,,건물에너지사용량통계 세부용도별_여관,S246620323,한국부동산원,474232
,,MM,월,Y,,"국토교통부, 「주택건설실적통계」, 주택유형별 주택건설 인허가실적(월별 누계)",T235263129553687,,주택건설인허가실적,Z000000,한국부동산원,477001
,,MM,월,Y,,"국토교통부, 「주택건설실적통계」, 주택건설 착공실적(월계)",T233033129823134,,주택착공실적,Z000000,한국부동산원,477002
2025,2010,MM,월,Y,,"국토교통부, 「주택건설실적통계」, 주택건설 준공실적(월계)",T237273130004614,,주택준공실적,Z000000,한국부동산원,477003
,,MM,월,Y,,,T237973129847263,,미분양주택현황,Z000000,한국부동산원,477004
,,YY,매년,Y,,"국토교통부, 「주택보급률」, 주택보급률",T234153129852136,,주택보급률,Z000000,한국부동산원,478005
,,YY,매년,Y,,"국토교통부, 「주택보급률」, 인구천인당 주택수",T237193130017895,,인구천인당 주택수,Z000000,한국부동산원,478006
,,MM,월,Y,,"국토연구원, 「부동산시장소비자심리조사」, 부동산시장 소비심리지수",T235013129634707,,부동산시장 소비심리지수,Z000000,한국부동산원,480001
,,MM,월,Y,,"국토연구원, 「부동산시장소비자심리조사」, 주택시장 소비심리지수",T232543129897499,,주택시장 소비심리지수,Z000000,한국부동산원,480002
2024,2013,QY,분기,Y,기준시점 : 2024.2Q=100,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",TT244963134453269,,임대동향 지역별 임대가격지수(시계열)_오피스,S237220284,한국부동산원,480002
,,MM,월,Y,,"국토연구원, 「부동산시장소비자심리조사」, 토지시장 소비심리지수",T232363130028250,,토지시장 소비심리지수,Z000000,한국부동산원,480003
2024,2013,QY,분기,Y,기준시점 : 2024.2Q=100,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",TT248473134635539,,임대동향 지역별 임대가격지수(시계열)_중대형 상가,S237220284,한국부동산원,480004
2024,2015,QY,분기,Y,기준시점 : 2024.2Q=100,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",TT246323134644307,,임대동향 지역별 임대가격지수(시계열)_소규모 상가,S237220284,한국부동산원,480006
2024,2014,QY,분기,Y,기준시점 : 2024.2Q=100,"※조사ㆍ통계문의 : 부동산통계처 상업자산통계부(053-663-8536,8538,8535)",TT247193134654396,,임대동향 지역별 임대가격지수(시계열)_집합 상가,S237220284,한국부동산원,480008
2024,2024,QY,분기,Y,기준시점 : 2024.2Q=100,"※ 조사·통계 문의: 부동산통계처 상업자산통계부(053-663-8536, 8538, 8535)",TT249683134828248,,임대동향 지역별 임대가격지수(시계열)_통합 상가,S237220284,한국부동산원,480010
2024,2003,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00045,,(월) 매매가격지수_아파트,S234820263,한국부동산원,511030
2024,2012,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",T248413131622531,,(월) 규모별 매매가격지수_아파트,S234820263,한국부동산원,511031
2024,2012,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",T245383131632416,,(월) 연령별 매매가격지수_아파트,S234820263,한국부동산원,511032
2024,2003,MM,월,Y,,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00048,,(월) 계절조정 매매가격지수_아파트,S234820263,한국부동산원,511033
2024,2015,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00049,,(월) 전월세통합지수_아파트,S234820263,한국부동산원,512034
2024,2003,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00050,,(월) 전세가격지수_아파트,S234820263,한국부동산원,513035
2024,2012,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",T241913131645021,,(월) 규모별 전세가격지수_아파트,S234820263,한국부동산원,513036
2024,2012,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",T248033131653950,,(월) 연령별 전세가격지수_아파트,S234820263,한국부동산원,513037
2024,2003,MM,월,Y,,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00053,,(월) 계절조정 전세가격지수_아파트,S234820263,한국부동산원,513038
2024,2015,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00054,,(월) 월세통합가격지수_아파트,S234820263,한국부동산원,514039
2024,2015,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00055,,(월) 월세가격지수_아파트,S234820263,한국부동산원,514040
2024,2015,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00056,,(월) 준월세가격지수_아파트,S234820263,한국부동산원,514041
2024,2015,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00057,,(월) 준전세가격지수_아파트,S234820263,한국부동산원,514042
2024,2015,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",T244963131668796,,(월) 규모별 월세가격지수_아파트,S234820263,한국부동산원,514043
2024,2015,MM,월,Y,기준시점 : 2026.01.=100.0,"※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",T242863131674049,,(월) 연령별 월세가격지수_아파트,S234820263,한국부동산원,514044
2024,2012,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00060,,(월) 평균매매가격_아파트,S234820263,한국부동산원,515045
2024,2012,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00061,,(월) 평균단위매매가격_아파트,S234820263,한국부동산원,515046
2024,2012,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00062,,(월) 중위매매가격_아파트,S234820263,한국부동산원,515047
2024,2012,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00063,,(월) 중위단위매매가격_아파트,S234820263,한국부동산원,515048
2024,2012,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00064,,(월) 평균전세가격_아파트,S234820263,한국부동산원,516049
2024,2012,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00065,,(월) 평균단위전세가격_아파트,S234820263,한국부동산원,516050
2024,2012,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00066,,(월) 중위전세가격_아파트,S234820263,한국부동산원,516051
2024,2012,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00067,,(월) 중위단위전세가격_아파트,S234820263,한국부동산원,516052
2024,2015,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00068,,(월) 평균월세보증금_아파트,S234820263,한국부동산원,517053
2024,2015,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00069,,(월) 평균월세가격_아파트,S234820263,한국부동산원,517054
2024,2015,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00070,,(월) 중위월세보증금_아파트,S234820263,한국부동산원,517055
2024,2015,MM,월,Y,,"※ 조사·통계 문의: 부동산통계처 주택통계부(053-663-8505, 8512)
※ 평균(중위)가격 이용시 유의사항
· 주택가격동향조사의 보조지표인 평균가격은 표본의 가격분포에 민감하게 반응하므로 지수의 변동률과 다를 수 있으며, 정기표본보정, 표본확대(‘15.1월, ’15.7월, ‘16.9월, ’19.1월, ‘20.1월, '23.1월, '24.1월, '25.4월) 및 표본 전면 재설계(’17.2월, ‘21.7월)에 의한 표본구성 및 재고량 변화에 따른 가중치 조정, 평균·중위가격 상위단위 산정 방식 변경 등으로 변동이 발생되어 시계열 해석 시 유의하여야 함
· 그러므로 평균가격은 지역 내 가격 변동률을 산정하는데 활용하는 것은 적절하지 않으며, 당월의 지역 간 가격 수준 비교를 위해 활용하는 것이 적절함
-(표본 구성 변화로 변동하는 경우) 해당지역에 고가(저가) 신규주택 증가로 인한 표본 선정으로 전월 평균가격과 불연속이 나타나는 경우 ex) 경기 하남 미사지구 표본증가로 기존 평균가격 보다 높게 산정
-(가중치 변경으로 변동하는 경우(’21년6월까지 적용)) 지역 내 대규모 주택 멸실 혹은 신축으로 인해 가중치가 과도하게 변경되어 불연속이 나타나는 경우 ex) 서울 동남권 재건축에 따른 멸실 증가로 가중치 비율 감소하며 서울 전체 평균가격에 영향
-(평균·중위가격 상위단위 선정 방식 변경(‘21년7월부터 적용)) 상위 단위 내 표본을 기준으로 시군구 재고량 가중 없이 산정 ex) 서울 내 시군구(하위단위) 평균·중위가격에 재고량 가중을 하여 서울(상위단위)을 생산하는 것이 아닌, 서울 내 표본을 기준으로 재고량 가중 없이 단순 서울 평균·중위가격 생산",A_2024_00071,,(월) 중위월세가격_아파트,S234820263,한국부동산원,517056
2024,2012,MM,월,Y,,"<매매가격 대비 전세가격 이용시 유의사항>
- 평균 매매가격 대비 전세가격 : 각 표본별 전세가격/매매가격 값을 구한 뒤, 지역별로 평균 산출
- 중위 매매가격 대비 전세가격 : 각 표본별 전세가격/매매가격 값을 구한 뒤, 지역별로 중위값 산출

※조사ㆍ통계문의 : 부동산통계처 주택통계부(053-663-8505,512)",A_2024_00072,,(월) 평균 매매가격 대비 전세가격_아파트,S234820263,한국부동산원,518057
